tech,post_id,url,view_count,title
ruby,72220,https://stackoverflow.com/questions/72220,5844,Mocking constructors in Ruby
visual studio,53939,https://stackoverflow.com/questions/53939,24438,Why can't Visual Studio run on more than one core? CPU at 25%
shell,64146,https://stackoverflow.com/questions/64146,1379,What is the best way to format a localized string in AppleScript?
sql,64148,https://stackoverflow.com/questions/64148,5779,How to upgrade database schema built with an ORM tool?
java,64148,https://stackoverflow.com/questions/64148,5779,How to upgrade database schema built with an ORM tool?
rails,64148,https://stackoverflow.com/questions/64148,5779,How to upgrade database schema built with an ORM tool?
java,48442,https://stackoverflow.com/questions/48442,27097,Rule of thumb for choosing an implementation of a Java Collection?
windows,48446,https://stackoverflow.com/questions/48446,3086,Scheduling Windows Mobile apps to run
c++,48446,https://stackoverflow.com/questions/48446,3086,Scheduling Windows Mobile apps to run
php,53253,https://stackoverflow.com/questions/53253,526,Should we stop using Zend WinEnabler?
windows,53253,https://stackoverflow.com/questions/53253,526,Should we stop using Zend WinEnabler?
openssl,72237,https://stackoverflow.com/questions/72237,2059,Getting ASN.1 Issuer strings from PEM files?
windows,72237,https://stackoverflow.com/questions/72237,2059,Getting ASN.1 Issuer strings from PEM files?
.net,16096,https://stackoverflow.com/questions/16096,115594,How to apply multiple styles in WPF
c#,16100,https://stackoverflow.com/questions/16100,1227900,Convert a string to an enum in C#
google,53941,https://stackoverflow.com/questions/53941,6661,"Is there a tool that can convert common image formats (.bmp, jpg,..) to .emf files?"
javascript,53945,https://stackoverflow.com/questions/53945,26479,Dynamically inserting javascript into HTML that uses document.write
.net,29531,https://stackoverflow.com/questions/29531,2785,Using .NET CodeDOM to declare and initialize a field in one statement
resharper,29531,https://stackoverflow.com/questions/29531,2785,Using .NET CodeDOM to declare and initialize a field in one statement
.net,26800,https://stackoverflow.com/questions/26800,10218,XPath and Selecting a single node
xml,26800,https://stackoverflow.com/questions/26800,10218,XPath and Selecting a single node
visual studio,33144,https://stackoverflow.com/questions/33144,12538,"Windows Mobile 6 Development, alternatives to visual studio?"
windows,33144,https://stackoverflow.com/questions/33144,12538,"Windows Mobile 6 Development, alternatives to visual studio?"
google,66420,https://stackoverflow.com/questions/66420,732506,How do you launch the JavaScript debugger in Google Chrome?
google chrome,66420,https://stackoverflow.com/questions/66420,732506,How do you launch the JavaScript debugger in Google Chrome?
javascript,66420,https://stackoverflow.com/questions/66420,732506,How do you launch the JavaScript debugger in Google Chrome?
c#,66421,https://stackoverflow.com/questions/66421,9148,Bluetooth Signal Strength
jquery,66422,https://stackoverflow.com/questions/66422,7018,How do I rotate an image at 12 midnight every day?
php,66422,https://stackoverflow.com/questions/66422,7018,How do I rotate an image at 12 midnight every day?
javascript,66422,https://stackoverflow.com/questions/66422,7018,How do I rotate an image at 12 midnight every day?
java,66423,https://stackoverflow.com/questions/66423,17888,Can a servlet determine if the posted data is multipart/form-data?
ruby,29539,https://stackoverflow.com/questions/29539,106897,How to create an exit message
perl,29539,https://stackoverflow.com/questions/29539,106897,How to create an exit message
c#,26809,https://stackoverflow.com/questions/26809,62164,What is the best way to deal with DBNull's
.net,26809,https://stackoverflow.com/questions/26809,62164,What is the best way to deal with DBNull's
c#,26816,https://stackoverflow.com/questions/26816,21988,How to abort threads created with ThreadPool.QueueUserWorkItem
sql,81360,https://stackoverflow.com/questions/81360,8675,How to retrieve stored procedure return values from a TableAdapter
asp.net,81360,https://stackoverflow.com/questions/81360,8675,How to retrieve stored procedure return values from a TableAdapter
less,64170,https://stackoverflow.com/questions/64170,18861,Is there good .sol editor for Flash Player 9 Local Shared Objects? Can we build one?
actionscript,64170,https://stackoverflow.com/questions/64170,18861,Is there good .sol editor for Flash Player 9 Local Shared Objects? Can we build one?
firefox,64174,https://stackoverflow.com/questions/64174,17376,How to change Firefox icon?
php,64174,https://stackoverflow.com/questions/64174,17376,How to change Firefox icon?
sql,64177,https://stackoverflow.com/questions/64177,176,"Looking for better End-to-End Comms with Flex, .NET and DBMS"
sanity,64177,https://stackoverflow.com/questions/64177,176,"Looking for better End-to-End Comms with Flex, .NET and DBMS"
.net,64177,https://stackoverflow.com/questions/64177,176,"Looking for better End-to-End Comms with Flex, .NET and DBMS"
xml,64177,https://stackoverflow.com/questions/64177,176,"Looking for better End-to-End Comms with Flex, .NET and DBMS"
java,90350,https://stackoverflow.com/questions/90350,5659,What's the easiest way to merge (server-side) a collection of PDF documents into one big PDF document in JAVA
sql,90360,https://stackoverflow.com/questions/90360,44949,SQL Server sys.databases log_reuse_wait question
php,90363,https://stackoverflow.com/questions/90363,10326,Getting PHP to read .doc files on Linux
linux,90363,https://stackoverflow.com/questions/90363,10326,Getting PHP to read .doc files on Linux
python,64185,https://stackoverflow.com/questions/64185,604,Nice Python wrapper for Yahoo's Geoplanet web service?
mysql,59880,https://stackoverflow.com/questions/59880,82389,"Are Stored Procedures more efficient, in general, than inline statements on modern RDBMS's?"
sql,59880,https://stackoverflow.com/questions/59880,82389,"Are Stored Procedures more efficient, in general, than inline statements on modern RDBMS's?"
oracle,59880,https://stackoverflow.com/questions/59880,82389,"Are Stored Procedures more efficient, in general, than inline statements on modern RDBMS's?"
asp.net,26825,https://stackoverflow.com/questions/26825,4634,Uncollapsible CollapsiblePanelExtender
java,87062,https://stackoverflow.com/questions/87062,4400,Color reduction (in Java)
haskell,64197,https://stackoverflow.com/questions/64197,377,Make Test.QuickCheck.Batch use a default type for testing list functions
c#,87071,https://stackoverflow.com/questions/87071,2353,"Attempting to update a user's ""connect to:"" home directory path in AD using C#"
mysql,64200,https://stackoverflow.com/questions/64200,20567,How do I call MySQL stored procedures from Perl?
perl,64200,https://stackoverflow.com/questions/64200,20567,How do I call MySQL stored procedures from Perl?
sql,64202,https://stackoverflow.com/questions/64202,666,How to add a constant column when replicating a database?
windows,64204,https://stackoverflow.com/questions/64204,3931,Can I filter the messages I receive from a message queue (MSMQ) by some property? (a.k.a. topic)
c#,64204,https://stackoverflow.com/questions/64204,3931,Can I filter the messages I receive from a message queue (MSMQ) by some property? (a.k.a. topic)
google,90374,https://stackoverflow.com/questions/90374,2497,How do I specify multiple data sets to an XY-scatter plot using the Google Chart API?
c#,53956,https://stackoverflow.com/questions/53956,4388,HTML to Image .tiff File
.net,53956,https://stackoverflow.com/questions/53956,4388,HTML to Image .tiff File
xml,53956,https://stackoverflow.com/questions/53956,4388,HTML to Image .tiff File
windows,53961,https://stackoverflow.com/questions/53961,3834,Locate and add project reference for .Net assembly containing a given type?
c#,53961,https://stackoverflow.com/questions/53961,3834,Locate and add project reference for .Net assembly containing a given type?
.net,53961,https://stackoverflow.com/questions/53961,3834,Locate and add project reference for .Net assembly containing a given type?
perl,53961,https://stackoverflow.com/questions/53961,3834,Locate and add project reference for .Net assembly containing a given type?
sql,64208,https://stackoverflow.com/questions/64208,10178,How to force nolock hint for sql server logins
java,64209,https://stackoverflow.com/questions/64209,674,Detect changes in random ordered input (hash function?)
java,64213,https://stackoverflow.com/questions/64213,2680,What is the most useful multi-purpose open-source library for java?
rails,64214,https://stackoverflow.com/questions/64214,899,Should rails models be concerned with other models for the sake of skinny controllers?
ruby,64214,https://stackoverflow.com/questions/64214,899,Should rails models be concerned with other models for the sake of skinny controllers?
asp.net,13106,https://stackoverflow.com/questions/13106,269,Should I support ASP.NET 1.1?
php,13109,https://stackoverflow.com/questions/13109,19534,PHP: Access Array Value on the Fly
php,17609,https://stackoverflow.com/questions/17609,7164,Email queueing in php
c++,17612,https://stackoverflow.com/questions/17612,11640,How do you place a file in recycle bin instead of delete?
windows,17612,https://stackoverflow.com/questions/17612,11640,How do you place a file in recycle bin instead of delete?
.net,17612,https://stackoverflow.com/questions/17612,11640,How do you place a file in recycle bin instead of delete?
c#,17612,https://stackoverflow.com/questions/17612,11640,How do you place a file in recycle bin instead of delete?
php,4430,https://stackoverflow.com/questions/4430,174079,How to easily consume a web service from PHP
visual studio,4430,https://stackoverflow.com/questions/4430,174079,How to easily consume a web service from PHP
eclipse,4430,https://stackoverflow.com/questions/4430,174079,How to easily consume a web service from PHP
c#,4432,https://stackoverflow.com/questions/4432,9598,CSV string handling
.net,67734,https://stackoverflow.com/questions/67734,15030,Execute JavaScript from within a C# assembly
c#,67734,https://stackoverflow.com/questions/67734,15030,Execute JavaScript from within a C# assembly
json,67734,https://stackoverflow.com/questions/67734,15030,Execute JavaScript from within a C# assembly
javascript,67734,https://stackoverflow.com/questions/67734,15030,Execute JavaScript from within a C# assembly
.net,67736,https://stackoverflow.com/questions/67736,9836,WCF problem passing complex types
mysql,64233,https://stackoverflow.com/questions/64233,129,Fatal warnings on Windows
windows,64233,https://stackoverflow.com/questions/64233,129,Fatal warnings on Windows
debian,64233,https://stackoverflow.com/questions/64233,129,Fatal warnings on Windows
mysql,69159,https://stackoverflow.com/questions/69159,5401,Terminate MySQL connections on shared host?
sql,69159,https://stackoverflow.com/questions/69159,5401,Terminate MySQL connections on shared host?
php,69159,https://stackoverflow.com/questions/69159,5401,Terminate MySQL connections on shared host?
.net,58630,https://stackoverflow.com/questions/58630,7680,"""Quoted-printable line longer than 76 chars"" warning when sending HTML E-Mail"
google,57053,https://stackoverflow.com/questions/57053,1594,"What, if any, checksum is used for TNT.com tracking numbers?"
.net,57054,https://stackoverflow.com/questions/57054,2987,How to solve call ambiguity between Generic.IList<T>.this[] and IList.this[]?
sql,17624,https://stackoverflow.com/questions/17624,25754,What is the easiest way using T-SQL / MS-SQL to append a string to existing table cells?
python,64237,https://stackoverflow.com/questions/64237,40127,When to create a new app (with startapp) in Django?
django,64237,https://stackoverflow.com/questions/64237,40127,When to create a new app (with startapp) in Django?
.net,64238,https://stackoverflow.com/questions/64238,2408,Castle Windsor: How do you add a call to a factory facility not in xml?
xml,64238,https://stackoverflow.com/questions/64238,2408,Castle Windsor: How do you add a call to a factory facility not in xml?
python,48458,https://stackoverflow.com/questions/48458,28381,Project structure for Google App Engine
django,48458,https://stackoverflow.com/questions/48458,28381,Project structure for Google App Engine
google,48458,https://stackoverflow.com/questions/48458,28381,Project structure for Google App Engine
google app engine,48458,https://stackoverflow.com/questions/48458,28381,Project structure for Google App Engine
java,66446,https://stackoverflow.com/questions/66446,13915,What is the best OpenGL java binding?
windows,66446,https://stackoverflow.com/questions/66446,13915,What is the best OpenGL java binding?
linux,66446,https://stackoverflow.com/questions/66446,13915,What is the best OpenGL java binding?
ruby,72242,https://stackoverflow.com/questions/72242,17063,How do I set the HttpOnly flag on a cookie in Ruby on Rails
rails,72242,https://stackoverflow.com/questions/72242,17063,How do I set the HttpOnly flag on a cookie in Ruby on Rails
c#,58649,https://stackoverflow.com/questions/58649,146255,How to get the EXIF data from a file using C#
perl,67760,https://stackoverflow.com/questions/67760,1312,Perl Sys::Syslog on Solaris
c#,67761,https://stackoverflow.com/questions/67761,13682,NetworkStream.Write returns immediately - how can I tell when it has finished sending data?
c#,64272,https://stackoverflow.com/questions/64272,17777,How to eliminate flicker in Windows.Forms custom control when scrolling?
.net,64272,https://stackoverflow.com/questions/64272,17777,How to eliminate flicker in Windows.Forms custom control when scrolling?
java,38661,https://stackoverflow.com/questions/38661,3525,Can IIS 6 serve requests for pages with no extensions?
pre-commit,38664,https://stackoverflow.com/questions/38664,668,Can you modify text files when committing to subversion?
asp.net,33150,https://stackoverflow.com/questions/33150,2446,How to pass method name to custom server control in asp.net?
c#,33150,https://stackoverflow.com/questions/33150,2446,How to pass method name to custom server control in asp.net?
mysql,57068,https://stackoverflow.com/questions/57068,101709,Where can I find sample databases with common formatted data that I can use in multiple database engines?
sql,57068,https://stackoverflow.com/questions/57068,101709,Where can I find sample databases with common formatted data that I can use in multiple database engines?
sql,81376,https://stackoverflow.com/questions/81376,2108,Should I start using LINQ To SQL?
c#,81376,https://stackoverflow.com/questions/81376,2108,Should I start using LINQ To SQL?
java,66455,https://stackoverflow.com/questions/66455,1073,Is there an easy way to change the behavior of a Java/Swing control when it gets focus?
less,66455,https://stackoverflow.com/questions/66455,1073,Is there an easy way to change the behavior of a Java/Swing control when it gets focus?
windows,66457,https://stackoverflow.com/questions/66457,1766,How do I convert GMT to LocalTime in Win32 C?
python,90413,https://stackoverflow.com/questions/90413,20917,what is the best/easiest to use encryption library in python
visual studio,48470,https://stackoverflow.com/questions/48470,3112,"How to disable Visual Studio macro ""tip"" balloon?"
.net,48470,https://stackoverflow.com/questions/48470,3112,"How to disable Visual Studio macro ""tip"" balloon?"
rails,48474,https://stackoverflow.com/questions/48474,1094097,How do I position one image on top of another in HTML?
kong,41273,https://stackoverflow.com/questions/41273,3172,SQL Server Merge Replication Schedule
sql,41273,https://stackoverflow.com/questions/41273,3172,SQL Server Merge Replication Schedule
c#,59893,https://stackoverflow.com/questions/59893,57471,Best method to obfuscate or secure .Net assemblies
.net,59893,https://stackoverflow.com/questions/59893,57471,Best method to obfuscate or secure .Net assemblies
shell,59895,https://stackoverflow.com/questions/59895,2581562,How do I get the directory where a Bash script is located from within the script itself?
jquery,59896,https://stackoverflow.com/questions/59896,6381,How do I stop an effect in jQuery
javascript,59896,https://stackoverflow.com/questions/59896,6381,How do I stop an effect in jQuery
shell,90418,https://stackoverflow.com/questions/90418,431977,Exit Shell Script Based on Process Exit Code
c++,90428,https://stackoverflow.com/questions/90428,1265,Is there an ldap C/C++ library that provides fail over?
shell,90433,https://stackoverflow.com/questions/90433,3012,How can I know why one of my vxWorks task is pended?
sql,67788,https://stackoverflow.com/questions/67788,307,Does SQL Server 2005 scale to a large number of databases?
c#,67798,https://stackoverflow.com/questions/67798,6422,Multiline C# Regex to match after a blank line
java,42934,https://stackoverflow.com/questions/42934,42705,What do people find so appealing about dynamic languages?
.net,42934,https://stackoverflow.com/questions/42934,42705,What do people find so appealing about dynamic languages?
rails,42934,https://stackoverflow.com/questions/42934,42705,What do people find so appealing about dynamic languages?
ruby,42934,https://stackoverflow.com/questions/42934,42705,What do people find so appealing about dynamic languages?
javascript,42934,https://stackoverflow.com/questions/42934,42705,What do people find so appealing about dynamic languages?
sql,42936,https://stackoverflow.com/questions/42936,3738,Load readonly database tables into memory
asp.net,64279,https://stackoverflow.com/questions/64279,39384,How do you tell IIS 6 to set the .NET version to 2.0 (not 1.1) When New sites are created?
windows server,64279,https://stackoverflow.com/questions/64279,39384,How do you tell IIS 6 to set the .NET version to 2.0 (not 1.1) When New sites are created?
.net,64279,https://stackoverflow.com/questions/64279,39384,How do you tell IIS 6 to set the .NET version to 2.0 (not 1.1) When New sites are created?
metabase,64279,https://stackoverflow.com/questions/64279,39384,How do you tell IIS 6 to set the .NET version to 2.0 (not 1.1) When New sites are created?
windows,64279,https://stackoverflow.com/questions/64279,39384,How do you tell IIS 6 to set the .NET version to 2.0 (not 1.1) When New sites are created?
hibernate,67810,https://stackoverflow.com/questions/67810,22988,How to debug a JSP tomcat service using eclipse?
eclipse,67810,https://stackoverflow.com/questions/67810,22988,How to debug a JSP tomcat service using eclipse?
java,67810,https://stackoverflow.com/questions/67810,22988,How to debug a JSP tomcat service using eclipse?
asp.net,64284,https://stackoverflow.com/questions/64284,903,What's the best way to load highly re-used data in a .net web application
.net,64284,https://stackoverflow.com/questions/64284,903,What's the best way to load highly re-used data in a .net web application
php,67819,https://stackoverflow.com/questions/67819,2027,how to get the number of apache children free within php
emacs,64293,https://stackoverflow.com/questions/64293,784,"Does emacs have something like vi's ""set number""?"
sql,67831,https://stackoverflow.com/questions/67831,2418,What is the best data access paradigm for scalability?
entity framework,67831,https://stackoverflow.com/questions/67831,2418,What is the best data access paradigm for scalability?
asp.net,67831,https://stackoverflow.com/questions/67831,2418,What is the best data access paradigm for scalability?
.net,67831,https://stackoverflow.com/questions/67831,2418,What is the best data access paradigm for scalability?
godaddy,14828,https://stackoverflow.com/questions/14828,561,Issues with DB after publishing via Database Publishing Wizard from MSFT
sql,14828,https://stackoverflow.com/questions/14828,561,Issues with DB after publishing via Database Publishing Wizard from MSFT
windows,64303,https://stackoverflow.com/questions/64303,7364,Convert WAV to WMA using .NET
c#,64303,https://stackoverflow.com/questions/64303,7364,Convert WAV to WMA using .NET
.net,64303,https://stackoverflow.com/questions/64303,7364,Convert WAV to WMA using .NET
php,38669,https://stackoverflow.com/questions/38669,9961,Does the PHP mail() function work if I don't own the MX record
visual studio,38670,https://stackoverflow.com/questions/38670,56187,ASP.NET controls cannot be referenced in code-behind in Visual Studio 2008
asp.net,38670,https://stackoverflow.com/questions/38670,56187,ASP.NET controls cannot be referenced in code-behind in Visual Studio 2008
c#,38670,https://stackoverflow.com/questions/38670,56187,ASP.NET controls cannot be referenced in code-behind in Visual Studio 2008
windows,29555,https://stackoverflow.com/questions/29555,1106,GUI toolkit for rapid development?
nunit,29557,https://stackoverflow.com/questions/29557,4266,How to Ease TDD with MSTest / VS2008
java,87794,https://stackoverflow.com/questions/87794,56108,C++ unit testing framework
.net,87794,https://stackoverflow.com/questions/87794,56108,C++ unit testing framework
c++,87794,https://stackoverflow.com/questions/87794,56108,C++ unit testing framework
c#,87795,https://stackoverflow.com/questions/87795,47894,How to prevent flickering in ListView when updating a single ListViewItem's text?
.net,87795,https://stackoverflow.com/questions/87795,47894,How to prevent flickering in ListView when updating a single ListViewItem's text?
sql,87796,https://stackoverflow.com/questions/87796,349,When do transactions become more of a burden than a benefit?
less,87796,https://stackoverflow.com/questions/87796,349,When do transactions become more of a burden than a benefit?
c#,14843,https://stackoverflow.com/questions/14843,3798,Mixed C++/CLI TypeLoadException Internal limitation: too many fields
c++,14843,https://stackoverflow.com/questions/14843,3798,Mixed C++/CLI TypeLoadException Internal limitation: too many fields
c++,13128,https://stackoverflow.com/questions/13128,39628,How can I combine several C/C++ libraries into one?
rails,26834,https://stackoverflow.com/questions/26834,992,How to represent cross-model information in MVC?
visual studio,4434,https://stackoverflow.com/questions/4434,10141,Can I configure Visual Studio NOT to change StartUp Project every time I open a file from one of the projects?
.net,4434,https://stackoverflow.com/questions/4434,10141,Can I configure Visual Studio NOT to change StartUp Project every time I open a file from one of the projects?
.net,4458,https://stackoverflow.com/questions/4458,1517,Domain Specific Language resources
firefox,72254,https://stackoverflow.com/questions/72254,976,How to determine visible region of a Windows in X Windows / Linux?
linux,72254,https://stackoverflow.com/questions/72254,976,How to determine visible region of a Windows in X Windows / Linux?
windows,72254,https://stackoverflow.com/questions/72254,976,How to determine visible region of a Windows in X Windows / Linux?
c++,72264,https://stackoverflow.com/questions/72264,48633,How can a C++ windows dll be merged into a C# application exe?
windows,72264,https://stackoverflow.com/questions/72264,48633,How can a C++ windows dll be merged into a C# application exe?
c#,72264,https://stackoverflow.com/questions/72264,48633,How can a C++ windows dll be merged into a C# application exe?
php,53965,https://stackoverflow.com/questions/53965,420,What is wrong with this PHP regular expression?
c#,53967,https://stackoverflow.com/questions/53967,17726,How would you implement the IEnumerator interface?
.net,53967,https://stackoverflow.com/questions/53967,17726,How would you implement the IEnumerator interface?
windows,58670,https://stackoverflow.com/questions/58670,12407,Windows CDROM Eject
java,58671,https://stackoverflow.com/questions/58671,7316,Example of modern text editor architecutre
.net,58671,https://stackoverflow.com/questions/58671,7316,Example of modern text editor architecutre
visual studio,58679,https://stackoverflow.com/questions/58679,1416,Visual Studio 2008 complains about trusted locations. What to do?
c++,72271,https://stackoverflow.com/questions/72271,124895,"""No newline at end of file"" compiler warning"
c#,13170,https://stackoverflow.com/questions/13170,8210,A ThreadStateException occures when trying to restart a thread
.net,13170,https://stackoverflow.com/questions/13170,8210,A ThreadStateException occures when trying to restart a thread
.net,90476,https://stackoverflow.com/questions/90476,122,Loading .Net Fx query
jquery,64351,https://stackoverflow.com/questions/64351,990,using load() to load page that also uses jQuery
asp.net,64351,https://stackoverflow.com/questions/64351,990,using load() to load page that also uses jQuery
javascript,64351,https://stackoverflow.com/questions/64351,990,using load() to load page that also uses jQuery
linux,64360,https://stackoverflow.com/questions/64360,78297,How to copy text from Emacs to another application on Linux
emacs,64360,https://stackoverflow.com/questions/64360,78297,How to copy text from Emacs to another application on Linux
c#,16110,https://stackoverflow.com/questions/16110,3817,C# Auto Clearing Winform Textbox
c#,16114,https://stackoverflow.com/questions/16114,3619,C# Include Derived Control in Toolbox
ruby,70096,https://stackoverflow.com/questions/70096,11521,How do I programmatically convert mp3 to an itunes-playable aac/m4a file?
ffmpeg,70096,https://stackoverflow.com/questions/70096,11521,How do I programmatically convert mp3 to an itunes-playable aac/m4a file?
rails,70096,https://stackoverflow.com/questions/70096,11521,How do I programmatically convert mp3 to an itunes-playable aac/m4a file?
spring,70098,https://stackoverflow.com/questions/70098,643,Is it bad to load many managed DLL's without using any types in them?
.net,70098,https://stackoverflow.com/questions/70098,643,Is it bad to load many managed DLL's without using any types in them?
c#,70098,https://stackoverflow.com/questions/70098,643,Is it bad to load many managed DLL's without using any types in them?
php,58694,https://stackoverflow.com/questions/58694,10667,How do I HTML Encode all the output in a web application?
asp.net,58694,https://stackoverflow.com/questions/58694,10667,How do I HTML Encode all the output in a web application?
xml,67859,https://stackoverflow.com/questions/67859,46233,Cannot get xslt to output an (&) even after escaping the character
javascript,53256,https://stackoverflow.com/questions/53256,2317,Getting closest element by id
mysql,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
rubygems,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
ubuntu,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
rails,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
yaml,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
linux,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
ruby,13204,https://stackoverflow.com/questions/13204,8685,Why Doesn't My Cron Job Work Properly?
.net,69188,https://stackoverflow.com/questions/69188,4958,How do you test cookies in MVC .net?
wordpress,13213,https://stackoverflow.com/questions/13213,2599,How to avoid conflict when not using ID in URLs
python,64362,https://stackoverflow.com/questions/64362,1766,How can I access App Engine through a Corporate proxy?
nix,64362,https://stackoverflow.com/questions/64362,1766,How can I access App Engine through a Corporate proxy?
xml,64364,https://stackoverflow.com/questions/64364,3944,Jabber Openfire server v3.6.0a+ - how do I use Hybrid authentication?
c#,13217,https://stackoverflow.com/questions/13217,4508,How do I update my UI from within HttpWebRequest.BeginGetRequestStream in Silverlight
wordpress,64380,https://stackoverflow.com/questions/64380,1713,Using Apache mod_rewrite to remove sub-directories from URL
macos,17645,https://stackoverflow.com/questions/17645,17897,Differences between unix and windows files
java,17645,https://stackoverflow.com/questions/17645,17897,Differences between unix and windows files
windows,17645,https://stackoverflow.com/questions/17645,17897,Differences between unix and windows files
linux,17645,https://stackoverflow.com/questions/17645,17897,Differences between unix and windows files
sql,69215,https://stackoverflow.com/questions/69215,1750,SQL Server: Column nullability inconsistency
visual studio,66475,https://stackoverflow.com/questions/66475,3530,How can I get Column number of the cursor in a TextBox in C#?
windows,66475,https://stackoverflow.com/questions/66475,3530,How can I get Column number of the cursor in a TextBox in C#?
c#,66475,https://stackoverflow.com/questions/66475,3530,How can I get Column number of the cursor in a TextBox in C#?
c#,66479,https://stackoverflow.com/questions/66479,1765,Unescaping angle-brackets through System.Xml.XmlWriter
.net,66479,https://stackoverflow.com/questions/66479,1765,Unescaping angle-brackets through System.Xml.XmlWriter
xml,66479,https://stackoverflow.com/questions/66479,1765,Unescaping angle-brackets through System.Xml.XmlWriter
ubuntu,87802,https://stackoverflow.com/questions/87802,518,Why does Rails cache view files when hosted on VM and codebase on Samba share
passenger,87802,https://stackoverflow.com/questions/87802,518,Why does Rails cache view files when hosted on VM and codebase on Samba share
rails,87802,https://stackoverflow.com/questions/87802,518,Why does Rails cache view files when hosted on VM and codebase on Samba share
asp.net,13224,https://stackoverflow.com/questions/13224,5600,Mobile device is detected as non mobile device
java,13225,https://stackoverflow.com/questions/13225,2781,How can I refactor HTML markup out of my property files?
less,13225,https://stackoverflow.com/questions/13225,2781,How can I refactor HTML markup out of my property files?
sql,58709,https://stackoverflow.com/questions/58709,25733,How to log in T-SQL
python,58711,https://stackoverflow.com/questions/58711,2878,"How would you design a very ""Pythonic"" UI framework?"
ruby,58711,https://stackoverflow.com/questions/58711,2878,"How would you design a very ""Pythonic"" UI framework?"
ruby,13254,https://stackoverflow.com/questions/13254,7087,OpenID authentication in Ruby on Rails
rails,13254,https://stackoverflow.com/questions/13254,7087,OpenID authentication in Ruby on Rails
java,81392,https://stackoverflow.com/questions/81392,26078,"Java: why do I receive the error message ""Type mismatch: cannot convert int to byte"""
macos,64387,https://stackoverflow.com/questions/64387,438,How can I perform an action n-many times in TextMate ( both Emacs and Vim can do it easily! )?
vim,64387,https://stackoverflow.com/questions/64387,438,How can I perform an action n-many times in TextMate ( both Emacs and Vim can do it easily! )?
emacs,64387,https://stackoverflow.com/questions/64387,438,How can I perform an action n-many times in TextMate ( both Emacs and Vim can do it easily! )?
ruby,64387,https://stackoverflow.com/questions/64387,438,How can I perform an action n-many times in TextMate ( both Emacs and Vim can do it easily! )?
visual studio,64388,https://stackoverflow.com/questions/64388,4447,Visual Studio Extensibility: Adding existing folders to a project
nagios,69230,https://stackoverflow.com/questions/69230,1198,A snippet to monitor the last INSERT/UPDATE in an Oracle DB from C#?
oracle,69230,https://stackoverflow.com/questions/69230,1198,A snippet to monitor the last INSERT/UPDATE in an Oracle DB from C#?
.net,69230,https://stackoverflow.com/questions/69230,1198,A snippet to monitor the last INSERT/UPDATE in an Oracle DB from C#?
c#,69230,https://stackoverflow.com/questions/69230,1198,A snippet to monitor the last INSERT/UPDATE in an Oracle DB from C#?
nix,29562,https://stackoverflow.com/questions/29562,11254,How to use Python distutils?
debian,29562,https://stackoverflow.com/questions/29562,11254,How to use Python distutils?
ubuntu,29562,https://stackoverflow.com/questions/29562,11254,How to use Python distutils?
shell,29562,https://stackoverflow.com/questions/29562,11254,How to use Python distutils?
linux,29562,https://stackoverflow.com/questions/29562,11254,How to use Python distutils?
python,29562,https://stackoverflow.com/questions/29562,11254,How to use Python distutils?
c#,72275,https://stackoverflow.com/questions/72275,110175,When should the volatile keyword be used in C#?
.net,72281,https://stackoverflow.com/questions/72281,44313,FileLoadException / Msg 10314 Error Running CLR Stored Procedure
windows,58730,https://stackoverflow.com/questions/58730,218569,Open source PDF library for C/C++ application?
c++,58730,https://stackoverflow.com/questions/58730,218569,Open source PDF library for C/C++ application?
visual studio,90493,https://stackoverflow.com/questions/90493,18827,long to HWND (VS8 C++)
c++,90493,https://stackoverflow.com/questions/90493,18827,long to HWND (VS8 C++)
visual studio,14857,https://stackoverflow.com/questions/14857,2720,"Why does VS 2005 keep giving me the ""'x' is ambiguous in the namespace 'y'"" error?"
asp.net,14857,https://stackoverflow.com/questions/14857,2720,"Why does VS 2005 keep giving me the ""'x' is ambiguous in the namespace 'y'"" error?"
windows,14857,https://stackoverflow.com/questions/14857,2720,"Why does VS 2005 keep giving me the ""'x' is ambiguous in the namespace 'y'"" error?"
.net,14857,https://stackoverflow.com/questions/14857,2720,"Why does VS 2005 keep giving me the ""'x' is ambiguous in the namespace 'y'"" error?"
javascript,53989,https://stackoverflow.com/questions/53989,1522,"Linking directly to a SWF, what are the downsides?"
git,53290,https://stackoverflow.com/questions/53290,155,How could I get my SVN-only host to pull from a git repository?
capistrano,53290,https://stackoverflow.com/questions/53290,155,How could I get my SVN-only host to pull from a git repository?
macos,53292,https://stackoverflow.com/questions/53292,569,Ruby Package Include Problems
ruby,53292,https://stackoverflow.com/questions/53292,569,Ruby Package Include Problems
java,53295,https://stackoverflow.com/questions/53295,678,"Java Web Services API, however I can't run a JVM on my server"
json,53295,https://stackoverflow.com/questions/53295,678,"Java Web Services API, however I can't run a JVM on my server"
